,time,open,high,low,close,tick_volume,spread,real_volume,retorno
0,1583366400,15.96,16.19,14.63,14.75,9279,1,9552800,
1,1583452800,13.8,14.51,13.4,14.17,31469,1,26810000,-0.03932203389830513
2,1583712000,12.29,12.82,11.61,11.61,25300,1,38481600,-0.1806633733239238
3,1583798400,12.47,12.68,11.75,12.6,26529,1,22675200,0.0852713178294573
4,1583884800,12.01,12.52,10.55,10.92,18250,1,15111600,-0.1333333333333333
5,1583971200,9.34,9.55,7.68,7.99,26565,1,36663200,-0.26831501831501825
6,1584057600,10.01,10.33,8.0,10.21,38297,1,56032400,0.27784730913642064
7,1584316800,8.61,9.36,8.24,8.64,25749,1,20102400,-0.15377081292850148
8,1584403200,9.05,9.06,8.15,8.61,26482,1,29586800,-0.003472222222222321
9,1584489600,7.99,8.15,6.34,7.87,27652,1,30899200,-0.08594657375145176
10,1584576000,7.38,8.38,6.64,7.93,21657,1,28454400,0.007623888182973326
11,1584662400,8.36,8.55,7.01,7.38,26388,1,25678000,-0.06935687263556112
12,1584921600,7.38,7.48,6.28,6.42,28629,1,31101600,-0.13008130081300817
13,1585008000,7.13,8.02,7.13,8.01,17940,1,21812000,0.24766355140186924
14,1585094400,7.99,9.28,7.59,8.41,27891,1,25874000,0.04993757802746579
15,1585180800,8.61,9.93,8.31,9.15,28268,1,31328000,0.08799048751486338
16,1585267200,8.61,9.32,8.44,8.95,19081,1,17134800,-0.021857923497267895
17,1585526400,9.0,9.56,8.65,8.87,13636,1,12672800,-0.00893854748603351
18,1585612800,8.87,8.95,8.01,8.17,14217,1,14403200,-0.07891770011273946
19,1585699200,7.87,7.87,7.25,7.38,33218,1,34938400,-0.09669522643818851
20,1585785600,7.51,7.85,7.38,7.85,15179,1,16604400,0.06368563685636852
21,1585872000,7.73,7.99,7.28,7.95,22460,1,16414800,0.01273885350318471
22,1586131200,8.48,9.15,8.48,8.72,15177,1,17086800,0.09685534591194966
23,1586217600,9.71,9.89,9.16,9.4,20433,1,20225600,0.07798165137614665
24,1586304000,9.41,9.95,9.2,9.81,14911,1,12691600,0.043617021276595835
25,1586390400,9.96,10.38,9.88,10.27,17049,1,14110400,0.04689092762487257
26,1586736000,10.27,10.27,9.7,9.84,10577,1,12502800,-0.04186952288218104
27,1586822400,9.99,10.4,9.95,9.95,12786,1,10795600,0.011178861788617933
28,1586908800,9.59,10.14,9.47,9.83,10065,1,30627600,-0.012060301507537563
29,1586995200,10.1,10.17,9.68,9.74,10390,1,9143600,-0.00915564598168872
30,1587081600,10.09,10.13,9.79,9.96,11428,1,9286400,0.022587268993840004
31,1587340800,9.78,10.27,9.68,9.71,11156,1,10359200,-0.025100401606425682
32,1587513600,9.81,10.45,9.64,10.3,18153,1,14414400,0.0607621009268795
33,1587600000,10.57,10.84,9.93,9.98,17587,1,15106800,-0.03106796116504862
34,1587686400,9.84,10.01,8.31,9.22,38332,1,28914000,-0.0761523046092184
35,1587945600,9.47,9.92,9.07,9.87,18694,1,20052400,0.07049891540130138
36,1588032000,10.15,10.94,10.13,10.94,20265,1,20122400,0.10840932117527857
37,1588118400,11.1,11.27,10.65,10.76,14449,1,13892800,-0.01645338208409508
38,1588204800,10.4,10.57,9.99,10.4,17695,1,19498800,-0.03345724907063197
39,1588550400,9.98,10.28,9.84,10.13,9998,1,9897200,-0.02596153846153837
40,1588636800,10.28,10.49,9.96,10.18,6226,1,5411200,0.004935834155972207
41,1588723200,10.21,10.27,9.71,9.71,12046,1,10252000,-0.04616895874263249
42,1588809600,9.88,9.88,9.1,9.1,17891,1,21746400,-0.0628218331616891
43,1588896000,9.22,9.44,8.98,9.2,14623,1,18061600,0.01098901098901095
44,1589155200,9.12,9.55,8.99,9.12,12160,1,9950400,-0.008695652173913104
45,1589241600,9.49,9.72,8.91,8.97,18067,1,15657200,-0.016447368421052433
46,1589328000,9.15,9.28,8.86,9.28,10962,1,10282000,0.03455964325529526
47,1589414400,9.1,9.37,8.88,9.37,13501,1,13520800,0.00969827586206895
48,1589500800,9.29,9.54,8.94,9.19,12866,1,12272000,-0.019210245464247544
49,1589760000,9.47,10.07,9.34,10.04,12501,1,13706800,0.09249183895538615
50,1589846400,9.96,10.38,9.82,10.2,19494,1,20478000,0.015936254980079667
51,1589932800,10.28,10.64,10.12,10.57,14206,1,15886000,0.03627450980392166
52,1590019200,10.63,11.57,10.4,11.56,21414,1,25632800,0.09366130558183539
53,1590105600,11.35,11.53,11.12,11.33,11221,1,14373200,-0.019896193771626325
54,1590364800,11.93,12.44,11.57,12.35,14941,1,12794800,0.09002647837599298
55,1590451200,12.54,12.8,12.1,12.1,18347,1,15676000,-0.020242914979757054
56,1590537600,12.3,12.52,12.2,12.51,14934,1,15892000,0.033884297520661244
57,1590624000,12.29,12.42,12.08,12.19,14058,1,11788400,-0.025579536370903266
58,1590710400,12.23,12.23,11.62,12.01,16343,1,18732800,-0.014766201804757961
59,1590969600,12.01,12.4,11.85,12.33,10817,1,11020000,0.026644462947543746
60,1591056000,12.37,13.61,12.34,13.61,22922,1,21300000,0.10381184103811836
61,1591142400,14.11,15.21,13.97,14.63,37194,1,35992000,0.07494489346069066
62,1591228800,14.44,15.12,14.08,14.82,24279,1,16854800,0.01298701298701288
63,1591315200,15.31,15.65,14.65,14.81,35862,1,27721200,-0.0006747638326585204
64,1591574400,14.84,16.54,14.84,16.23,24291,1,24401600,0.09588116137744773
65,1591660800,15.86,16.84,15.56,16.13,16787,1,16740400,-0.006161429451632894
66,1591747200,16.35,16.48,15.37,15.51,18913,1,22688000,-0.03843769373837569
67,1591920000,15.19,15.61,14.93,15.49,18527,1,15121200,-0.0012894906511927706
68,1592179200,15.0,15.28,14.64,14.95,17861,1,15790000,-0.03486120077469346
69,1592265600,15.45,15.96,15.32,15.47,13529,1,11170000,0.034782608695652195
70,1592352000,15.49,16.34,15.49,15.75,15647,1,14327600,0.018099547511312153
71,1592438400,15.73,17.19,15.5,17.19,22881,1,20580800,0.09142857142857141
72,1592524800,17.28,17.7,16.78,17.7,23216,1,33691600,0.029668411867364686
73,1592784000,17.58,19.15,17.34,18.69,30343,1,30803600,0.055932203389830626
74,1592870400,19.2,20.11,18.98,19.29,28484,1,30649200,0.0321027287319422
75,1592956800,19.18,19.67,18.35,18.86,18748,1,17316800,-0.022291342664593095
76,1593043200,18.93,19.52,18.48,18.91,14919,1,12708000,0.002651113467656563
77,1593129600,18.74,19.13,17.68,17.87,18911,1,19133200,-0.05499735589635113
78,1593388800,18.44,18.69,18.12,18.69,21963,1,18721600,0.045886961387800795
79,1593475200,18.54,19.28,18.27,18.81,28668,1,23514000,0.006420545746388395
80,1593561600,19.3,19.55,18.63,18.81,20256,1,16148000,0.0
81,1593648000,19.14,19.78,18.99,19.43,18443,1,16826400,0.03296119085592775
82,1593734400,19.37,19.7,19.24,19.55,7022,1,8247200,0.006176016469377377
83,1593993600,19.95,20.16,19.54,19.67,14473,1,15571600,0.006138107416879812
84,1594080000,19.59,20.21,19.3,20.07,13262,1,12112400,0.020335536349771255
85,1594166400,20.12,20.9,20.09,20.9,15446,1,12497200,0.04135525660189332
86,1594252800,20.91,21.17,20.36,20.46,18473,1,13325200,-0.021052631578947212
87,1594339200,20.52,21.0,20.23,21.0,8930,1,12845600,0.02639296187683282
88,1594598400,21.15,21.42,20.78,20.78,14191,1,12036400,-0.010476190476190417
89,1594684800,20.88,21.2,20.12,20.57,18492,1,16054800,-0.0101058710298364
90,1594771200,20.82,21.07,20.61,20.65,10200,1,8804800,0.003889158969372808
91,1594857600,20.65,21.83,20.48,21.15,22257,1,21816000,0.02421307506053272
92,1594944000,21.39,21.89,21.16,21.89,15143,1,16276800,0.03498817966903078
93,1595203200,22.57,22.91,21.83,22.75,19004,1,16507600,0.039287345820009145
94,1595289600,22.98,23.09,21.76,21.96,22726,1,17562400,-0.034725274725274646
95,1595376000,22.13,22.18,21.46,21.93,13756,1,12290800,-0.001366120218579292
96,1595462400,22.01,23.03,21.51,21.61,24072,1,21160800,-0.01459188326493388
97,1595548800,21.75,21.75,20.58,21.49,25628,1,21398000,-0.005552984729291999
98,1595808000,21.76,22.21,21.33,21.69,17014,1,14638400,0.009306654257794422
99,1595894400,21.59,21.86,20.91,20.99,16665,1,15612400,-0.0322729368372523
100,1595980800,21.02,21.78,20.21,21.74,23290,1,21953600,0.03573130061934249
101,1596067200,21.31,21.73,20.97,21.48,16258,1,13160400,-0.01195952161913516
102,1596153600,21.76,21.88,20.92,21.37,22712,1,18884800,-0.005121042830540046
103,1596412800,21.76,22.48,21.39,22.19,20754,1,18018800,0.03837154890032757
104,1596499200,22.01,22.31,21.25,21.56,20712,1,14933200,-0.02839116719242918
105,1596585600,21.76,22.08,21.48,21.81,12857,1,8686000,0.011595547309833032
106,1596672000,21.92,22.17,21.6,22.17,10689,1,11630000,0.016506189821183126
107,1596758400,22.01,22.14,21.27,21.7,16993,1,14301200,-0.021199819576003698
108,1597017600,21.81,22.44,21.42,21.98,18362,1,13632000,0.012903225806451646
109,1597104000,22.44,22.72,21.49,21.59,28705,1,20137600,-0.017743403093721577
110,1597190400,21.76,21.99,20.98,21.6,19092,1,15909600,0.0004631773969430153
111,1597276800,21.6,21.68,20.91,21.13,16567,1,12511200,-0.021759259259259367
112,1597363200,21.27,21.33,20.24,20.43,19910,1,15860800,-0.033128253667770946
113,1597622400,20.43,20.43,19.17,19.56,24246,1,19873600,-0.042584434654919234
114,1597708800,19.98,21.19,19.82,21.19,20569,1,20758000,0.08333333333333348
115,1597795200,21.05,21.17,20.65,20.74,13986,1,9830800,-0.021236432279377215
116,1597881600,20.13,20.66,20.12,20.56,17890,1,14440800,-0.008678881388621051
117,1597968000,20.48,20.52,20.05,20.43,11685,1,8432400,-0.006322957198443557
118,1598227200,20.69,20.8,20.38,20.62,11970,1,8998000,0.009300048947626038
119,1598313600,20.52,20.85,19.95,20.05,12836,1,20183200,-0.027643064985450994
120,1598400000,20.07,20.51,19.32,19.94,20864,1,14514000,-0.005486284289276777
121,1598486400,20.03,20.48,19.74,20.47,12374,1,11631600,0.026579739217652776
122,1598572800,20.48,20.64,20.26,20.48,8137,1,7070000,0.0004885197850512668
123,1598832000,20.3,20.4,19.86,19.86,13400,1,13894400,-0.0302734375
124,1598918400,19.81,20.74,19.81,20.74,20612,1,19070400,0.04431017119838865
125,1599004800,20.77,20.93,20.19,20.55,11401,1,10316400,-0.009161041465766573
126,1599091200,20.59,20.87,19.84,20.15,19632,1,24953200,-0.01946472019464729
127,1599177600,20.26,20.49,19.18,19.66,22573,1,25592000,-0.024317617866004837
128,1599523200,19.33,19.57,19.09,19.3,16298,1,14116000,-0.01831129196337744
129,1599609600,19.54,20.25,19.47,20.16,15424,1,14450400,0.04455958549222805
130,1599696000,20.08,20.2,19.52,19.57,9190,1,9204000,-0.029265873015873023
131,1599782400,19.66,19.79,19.17,19.32,10770,1,10090000,-0.012774655084312747
132,1600041600,19.59,20.23,19.59,20.15,14223,1,13684400,0.04296066252587982
133,1600128000,20.37,20.44,19.64,19.76,16748,1,13528800,-0.019354838709677247
134,1600214400,19.76,20.15,19.6,19.78,16726,1,12065600,0.0010121457489877805
135,1600300800,19.57,19.82,19.46,19.71,9305,1,7282000,-0.00353892821031343
136,1600387200,19.54,19.72,18.73,18.73,19918,1,21863600,-0.04972095383054287
137,1600646400,18.3,18.5,17.81,17.95,24698,1,24200400,-0.04164442071542984
138,1600732800,18.05,18.52,17.51,18.1,19164,1,20459200,0.008356545961002881
139,1600819200,18.18,18.52,17.94,18.08,18007,1,15655200,-0.0011049723756907381
140,1600905600,18.16,18.49,17.96,18.32,15468,1,15671600,0.013274336283185972
141,1600992000,18.22,18.37,17.93,18.37,10606,1,8163200,0.0027292576419213344
142,1601251200,18.6,19.04,17.86,17.88,24549,1,20111600,-0.02667392487751785
143,1601337600,17.88,18.13,17.48,17.58,13115,1,12847600,-0.016778523489932917
144,1601424000,17.69,18.11,17.69,18.01,11367,1,11601200,0.024459613196814667
145,1601510400,17.93,18.44,17.78,18.43,11984,1,9084800,0.023320377568017747
146,1601596800,18.27,18.66,17.71,17.82,13465,1,11742000,-0.03309820944112851
147,1601856000,17.9,18.47,17.85,18.33,10614,1,7785200,0.028619528619528545
148,1601942400,18.46,18.62,18.07,18.28,15052,1,11803600,-0.0027277686852152927
149,1602028800,18.29,18.44,17.81,17.97,14023,1,11106400,-0.01695842450765872
150,1602115200,18.05,18.27,17.74,18.18,14817,1,16086400,0.011686143572620988
151,1602201600,18.09,18.53,17.93,18.04,9374,1,7394400,-0.007700770077007757
152,1602547200,18.18,18.21,17.68,17.74,10870,1,10578800,-0.016629711751663057
153,1602633600,17.8,18.6,17.75,18.45,16737,1,15718000,0.04002254791431792
154,1602720000,18.21,18.36,17.92,18.31,10030,1,9010000,-0.007588075880758827
155,1602806400,18.18,18.26,17.82,17.89,11514,1,8584800,-0.02293828509011464
156,1603065600,17.97,19.09,17.93,18.56,13665,1,13666800,0.03745108999441027
157,1603152000,18.74,19.59,18.73,19.58,15832,1,17733200,0.0549568965517242
158,1603238400,19.61,20.1,19.26,20.08,17195,1,15484400,0.025536261491317713
159,1603324800,20.05,20.2,19.76,19.89,15073,1,13934800,-0.009462151394422191
160,1603411200,19.9,20.15,19.57,19.68,10822,1,13358800,-0.010558069381598867
161,1603670400,19.91,19.93,19.02,19.51,12776,1,13766800,-0.008638211382113736
162,1603756800,19.78,19.79,19.05,19.17,17508,1,13110000,-0.01742696053305992
163,1603843200,18.65,18.7,17.8,17.8,17647,1,17025600,-0.0714658320292123
164,1603929600,17.8,18.74,17.13,18.51,22517,1,27927600,0.039887640449438155
165,1604016000,18.3,18.3,17.57,17.93,21385,1,17242800,-0.03133441383036206
166,1604361600,18.3,18.36,17.6,17.8,14907,1,11838000,-0.007250418293363037
167,1604448000,18.05,18.9,17.92,18.83,19404,1,13155200,0.05786516853932566
168,1604534400,18.98,19.74,18.98,19.32,21535,1,17949200,0.02602230483271395
169,1604620800,19.02,19.93,18.94,19.82,16906,1,12719200,0.025879917184264967
170,1604880000,20.4,20.67,19.29,19.41,28657,1,22212000,-0.02068617558022201
171,1604966400,19.41,19.51,18.6,18.78,32309,1,25872000,-0.03245749613601234
